SYMBOL	24888_1366Naive	24888_1369Naive	24888_1369DN	24888_1367DN	24888_1367Naive	24888_2189Naive	24888_2189DN	24888_2179Naive	24888_1368Naive	24888_2183Naive	24888_2183DN	24888_2185Naive	24888_2185DN	24888_1365DN	24888_1365Naive
TBX5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-599P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC092614.2	1	0	1	0	0	0	0	0	0	2	5	0	0	0	0
NHEG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC7	152	138	234	73	148	72	181	205	134	141	86	260	183	115	107
CTD-3105H18.7	3	1	0	5	2	3	3	0	0	4	1	7	3	0	0
CEP83	441	343	498	393	505	355	344	376	481	581	325	654	241	324	425
RNU2-9P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-248N22.2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RP4-756H11.3	19	9	6	15	19	16	34	32	23	27	6	23	11	21	24
TCP1P1	0	0	0	0	2	0	2	0	0	1	0	0	0	0	0
CXCL8	30	0	1	2	0	5	0	0	0	0	43	0	0	16	0
MDGA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GTSCR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TOR2A	379	309	461	334	476	235	441	291	291	451	299	529	351	469	421
RAD18	412	293	395	300	440	376	452	388	408	364	333	456	329	291	396
RP11-19P22.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NBEAP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00173	16	16	13	21	21	20	13	12	16	34	34	17	25	30	4
MIR1302-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIGD1AP14	0	2	5	0	0	8	0	3	3	4	3	6	2	2	2
KIAA0125P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6862-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-5P18.10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RP11-1H8.5	7	3	28	4	1	9	2	2	7	28	8	3	1	4	3
FOXE3	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
E2F2	6	4	19	40	12	5	33	3	4	4	52	12	16	53	7
RP11-690C23.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-267L5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BZW1	2418	1815	2663	1500	2146	1707	2676	1655	1674	1996	1532	3142	2378	2160	2385
RN7SL551P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP13A4-AS1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
RP11-778D9.12	7	7	5	3	4	4	2	0	3	5	2	2	1	5	1
YWHABP2	2	5	0	0	2	12	14	1	4	1	3	3	4	0	6
AC005772.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OGFOD3	464	306	451	488	429	316	494	431	304	391	347	529	404	445	535
CTD-2349P21.10	27	31	48	22	45	42	37	33	34	62	16	42	16	14	16
AC073415.2	0	5	0	0	0	6	3	0	2	7	1	8	5	2	1
ZNF652P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-284F21.10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
MIR548AB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP9A	0	0	0	0	0	63	214	0	0	0	7	0	0	34	26
AGAP6	214	149	204	113	187	171	108	180	160	266	104	215	150	222	186
RP3-400B16.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP82	5	3	3	0	6	4	0	0	0	1	0	1	6	3	0
RP1-315G1.3	31	13	17	23	28	9	26	36	21	11	20	17	18	38	32
CTC-508F8.1	4	5	9	7	7	2	3	8	3	7	5	4	6	0	0
CTD-2552B11.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-251P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZSWIM4	116	61	90	106	192	60	100	71	116	93	107	170	75	137	106
SUCNR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-809F4.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP1-290I10.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RASA1	720	665	560	426	831	703	571	780	671	938	337	767	438	467	594
CHAT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU2-27P	8	1	2	1	5	4	8	5	4	1	2	8	4	2	7
RP11-227G15.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-515O17.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSAT1P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APBB1IP	2834	2708	3012	2331	3597	2265	2867	2466	2171	2602	2480	4381	2939	2326	2227
MFGE8	87	91	140	224	224	35	252	8	84	35	73	19	59	169	99
KCND1	2	17	36	2	16	8	15	18	26	5	13	48	6	11	19
RP11-552J9.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GTF2E2	806	608	1106	721	726	479	1128	758	649	779	821	1212	1202	923	795
CH17-212P11.8	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
SNORA16A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-830P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENDOV	318	318	216	164	457	203	260	264	335	352	173	348	132	222	391
EPCAM	0	0	0	0	0	0	0	0	3	0	6	0	5	6	0
LILRP2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
MIR6087	2	2	1	2	6	1	3	0	3	4	0	0	2	1	3
RP11-347L15.1	0	0	0	1	2	0	0	0	0	8	0	5	2	1	0
RP11-242P2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPINA12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-635N19.1	47	51	39	40	52	29	53	30	37	39	33	71	47	44	41
RNU6-1233P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDH8P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITPA	826	691	957	643	756	467	753	647	760	751	740	1119	682	751	748
RP11-276H7.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2350J17.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-552E4.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLPTM1L	1785	945	1644	1098	2194	1023	1889	1454	1131	1248	1791	2380	1684	1921	1491
RPL4	9651	7471	9861	7037	7210	6364	10528	8385	7888	8250	6165	8175	6405	9231	10434
COQ2	235	196	369	209	196	241	317	201	276	165	300	340	441	210	307
RP11-385E5.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RECQL5	1145	1064	1012	843	1086	1219	895	1026	1110	1376	798	2230	736	575	1026
XCL1	3	0	0	0	0	1	0	0	0	0	0	0	0	6	0
RP11-543N12.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXL5	3316	2620	2850	1877	3327	2330	2841	2246	2722	3529	1511	4954	2406	1742	2860
RHD	56	26	53	63	51	38	25	35	52	53	17	38	32	33	45
RP11-867G23.2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
RNA5SP306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HMGB3P31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-235P	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RP5-956O18.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2358C21.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADPGK-AS1	96	80	89	52	71	47	60	90	146	118	45	124	62	62	90
RPL7P18	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BX322559.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL309P	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0
LINC01214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNY3P12	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
RP13-638C3.3	2	1	4	2	10	2	5	3	1	3	5	12	3	3	0
RANP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC9A8	523	389	396	292	640	434	401	503	612	712	426	998	432	302	515
RNU1-41P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM64FP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEFB124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-471J1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RTKN	153	77	153	118	88	90	107	124	81	96	48	138	79	76	58
RP11-464F9.22	1	2	3	0	5	0	1	2	12	9	1	7	4	1	6
AC092580.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
TFCP2	636	421	707	466	743	422	569	557	516	523	484	678	468	576	546
TRAPPC2P8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-48O20.5	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
MIR6781	2	5	2	2	6	1	4	2	0	11	3	9	5	5	8
POF1B	27	22	125	64	8	0	157	0	11	16	28	0	57	162	15
RP13-270P17.1	6	13	15	10	1	2	9	2	14	18	7	32	1	5	6
RNA5SP230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRE1	0	3	4	20	0	0	16	0	3	30	0	3	3	18	2
LYZ	346	5	23	27	5	33	46	25	5	4	28	68	3	146	38
RP11-690J15.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OR7E47P	6	1	3	5	3	0	2	15	0	4	8	1	0	0	1
DAZ4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A27	0	3	12	0	3	11	0	0	0	7	0	5	0	1	0
KLHL9	475	459	763	541	489	621	804	438	548	724	452	792	737	735	508
RAD23A	2386	1922	2456	1634	2359	1502	2126	2112	1905	2368	1933	2922	2124	1880	2758
GSTM5P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-864G5.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-296A18.5	5	0	14	9	10	2	2	4	1	11	8	34	14	8	5
RP3-448I9.1	0	1	3	0	0	4	0	0	0	5	4	0	0	0	4
RAB9AP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHA3	623	469	652	503	557	526	656	511	543	648	490	992	726	531	669
EXD2	449	301	404	291	319	250	303	264	337	388	144	354	160	278	274
MYADML	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0
STAG3L5P	261	277	265	164	357	409	283	373	279	634	339	654	245	189	328
OR6N1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOXL1	10	2	1	9	3	3	5	0	3	6	3	12	14	3	3
CRYGC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP1-41C23.4	0	0	1	0	0	0	0	2	0	3	0	0	0	1	0
RIC8B	57	20	251	202	23	16	267	27	12	9	120	90	120	222	25
RP11-372H2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STK32B	10	0	0	0	0	3	15	0	0	8	1	0	0	0	10
BOD1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLLP	56	16	43	49	72	36	39	59	41	64	22	97	37	20	84
RP3-412A9.16	4	6	4	1	5	6	3	5	0	0	5	3	1	1	4
RP11-65F13.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LSMEM1	8	4	13	18	4	15	0	0	13	9	2	34	4	4	5
EIF3A	3097	2743	4445	2672	2884	2605	4228	2564	2811	3389	3580	4987	4363	3870	3460
BOLL	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0
RPS20P32	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
SLC25A19	425	243	262	195	352	277	332	225	281	389	246	751	542	326	424
AC118758.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-1081L13.4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
GNRH1	0	30	9	1	6	14	3	14	21	1	6	10	1	23	6
FFAR4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POTEA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF763	31	53	44	25	66	61	39	57	56	76	38	48	31	25	76
HNRNPA3P7	11	24	18	10	7	2	22	1	23	9	0	24	12	12	4
RP11-556N4.1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
RP11-328P23.4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-295D4.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-560G2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RHOT1	993	401	578	607	885	818	982	729	830	1001	719	1280	890	882	921
RP1-153P14.8	1	0	4	1	0	0	4	0	0	0	2	0	7	0	0
CTD-2311M21.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-275F13.3	10	8	16	2	5	14	15	13	23	27	10	36	16	10	8
AP001412.1	3	4	10	3	4	2	2	0	2	2	0	3	2	1	6
RP11-352D13.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM136A	1012	752	977	551	1149	614	821	764	720	965	618	1109	573	1008	1075
CGN	0	0	0	0	7	7	8	0	0	22	13	52	5	18	0
RP5-1033E15.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CH507-216K13.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC74BP1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PAPD5	353	287	205	284	427	290	299	308	319	390	233	573	361	222	353
RGAG4	21	15	54	2	14	0	5	24	0	0	0	53	40	8	18
RP11-776A13.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC093627.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PINX1	180	144	130	75	188	122	195	116	164	195	165	244	140	136	177
OGFRP1	15	20	6	9	4	12	0	8	6	30	5	9	3	2	6
TBCK	653	684	681	513	821	717	773	558	748	933	438	1465	703	596	663
RP11-153F5.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-142A12.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-2I17.1	0	0	0	0	2	1	0	0	0	3	0	0	0	0	0
PPIAP13	1	0	0	0	0	0	2	1	0	0	1	0	1	1	0
MRPS35	1278	1056	1184	827	1267	1151	1580	943	958	1406	807	1780	984	964	1475
AGBL4	12	7	10	2	18	5	15	2	4	9	0	9	8	4	15
UBAC2	2538	2097	1980	1220	2542	1924	2118	1616	2123	2464	1136	3648	1824	1384	2332
TTL	619	338	755	369	627	456	442	278	401	438	542	639	515	557	406
PRELID3BP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEMF	1854	1658	1994	1290	2405	1653	1494	1864	1967	1972	1469	2895	1797	1272	1734
ACOT12	0	2	0	0	1	2	0	1	5	1	0	26	0	0	19
RP11-2N1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VPS8	1518	1290	1267	938	1162	1097	1221	1191	1329	1766	1217	2103	1274	1093	1487
SHISA4	0	0	1	6	0	0	2	0	0	0	0	0	0	7	2
MTND3P24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-134D3.2	0	0	7	4	0	0	4	0	0	0	2	0	1	2	0
ZNF263	1407	1087	1501	1046	1259	924	1238	1147	1243	1441	1137	1993	1110	1199	1690
SUOX	65	10	95	60	11	13	90	30	24	13	73	58	109	134	43
LEMD1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VEZF1P1	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0
AC073333.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IFIT5	762	833	1067	656	844	1121	1443	741	914	1716	1017	2113	1329	987	1354
RP11-101E5.7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RP11-1I2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-647P	0	0	1	1	4	0	1	1	0	4	0	2	0	0	0
TFF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD29	0	0	0	0	0	0	1	0	0	0	0	1	7	0	0
CBFB	3196	2507	3109	2139	3510	2253	3245	2234	2466	3118	2402	4629	3206	2760	3357
RP11-299M14.2	0	0	0	1	0	0	0	1	0	0	0	2	0	2	0
WWC2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-546P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-806N19.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTG1P18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GNG5	1384	1326	1853	1278	1517	1203	2140	1291	1118	1923	1482	2637	2113	1589	1901
PGLYRP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC59	931	635	594	597	884	561	640	733	850	1182	575	1122	676	798	969
SLC36A2	0	0	2	1	0	0	0	0	0	4	0	0	0	2	0
RP11-32B5.1	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0
RP1-13D10.3	5	2	4	5	6	2	2	5	0	7	3	4	6	0	1
RNU6-1035P	0	0	0	0	0	0	0	3	0	0	0	0	1	1	0
CSAG2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
RP5-1065P14.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-629G13.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAPPC2P7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTND4LP26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEC22A	248	188	275	198	255	279	266	214	237	284	136	331	249	194	267
RAD17	820	547	850	717	574	421	1145	427	652	541	550	845	808	763	553
RP11-474N24.6	0	4	0	0	0	0	0	0	0	4	1	12	0	5	3
RP11-225H22.7	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0
AC021876.4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
RP11-403E24.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS10P14	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0
RP11-459O16.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00623	74	53	69	39	70	36	65	54	49	68	62	72	56	55	75
CTD-2375G15.1	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0
CANT1	390	319	603	274	581	375	614	336	285	457	372	1008	513	301	316
RP11-274M17.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF256	268	264	172	130	190	218	228	225	281	356	129	340	173	93	257
AL354828.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RP11-459A10.1	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0
GSDMD	933	821	1031	785	1141	767	979	991	663	1012	970	1591	1092	881	953
RP5-875H18.10	0	0	1	2	0	2	0	0	1	0	10	1	2	4	0
MIR1265	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
EYA1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
CTD-2533G20.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPYC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-119F7.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-472F19.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TIMM17B	642	521	579	496	555	470	893	619	528	706	520	1141	476	584	728
RP11-285M22.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR5V1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-503N18.5	6	5	3	2	6	1	1	7	9	7	3	7	1	3	10
RPL13P4	1	0	0	0	0	6	1	0	1	3	0	2	0	0	1
HHLA2	15	0	0	0	28	8	13	6	4	10	0	13	1	6	8
MIR124-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP4-657D16.3	18	16	11	4	5	7	9	17	11	7	7	4	7	9	3
RP5-1039K5.12	2	2	11	0	0	1	2	5	2	6	3	8	5	2	2
FSHB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-522M21.3	0	0	1	3	0	0	0	0	0	1	0	0	0	0	0
PORCN	208	174	181	115	178	147	191	114	227	189	125	236	175	198	246
RPS4XP10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP5F1	2438	1959	2895	1716	2098	1789	3243	2382	1709	2528	1614	3302	2135	2323	2227
HERC2P7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM220-AS1	31	35	11	18	18	44	13	11	31	70	17	19	0	0	46
LENG8-AS1	2	3	2	0	0	4	0	4	9	5	8	12	6	2	6
VN1R40P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
INPP5B	1544	1332	2065	1269	1319	1055	1261	1038	1357	1816	1572	2347	1637	1523	1557
CIDECP	197	190	269	155	334	145	213	159	210	342	186	301	207	207	223
PFN1	10324	7599	13222	8964	10887	6411	15269	7668	6720	9338	11140	12633	11280	11786	11105
CTD-2151L9.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POU6F1	183	258	420	209	261	159	174	208	172	226	239	338	176	257	173
HNRNPA1P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPTBN1	12106	7856	11506	7395	6713	8728	11279	9037	9563	10836	9383	12352	9909	6923	10623
TMTC3	162	76	80	122	95	138	227	113	206	122	119	290	64	39	116
FAM47A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIST1H4D	0	3	0	0	0	0	0	0	0	2	0	7	0	0	5
RP11-313E19.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOX2-OT	1	2	4	0	0	1	0	3	0	5	3	2	0	5	6
CRISP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-434D2.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM161B	112	127	143	124	121	86	96	84	141	95	53	103	99	119	88
TSPAN4	89	77	93	35	66	49	45	6	35	59	28	50	42	65	55
SLC16A2	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0
GOLGA4	1747	1660	2109	1261	2520	1549	1663	1548	1861	2257	1236	2787	1291	1304	1732
RN7SL236P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANP32BP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-265D19.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD300A	88	16	29	52	19	9	166	40	26	64	88	22	51	176	94
BTN1A1	3	11	84	48	1	10	138	0	0	0	159	22	85	56	0
CTD-3012A18.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR5R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-339A18.6	19	3	12	1	9	15	5	7	22	13	6	20	6	3	13
MIR4694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-1223D19.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNIH1	600	507	711	410	522	547	884	533	526	669	305	727	556	572	705
RP11-64J4.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-274A11.4	19	0	8	5	8	1	16	20	8	9	18	0	13	18	18
TBRG1	1074	824	943	825	1057	822	900	964	924	1140	877	1403	786	994	778
CTD-2547G23.4	119	63	87	86	110	101	88	107	105	94	25	81	45	43	118
AP000477.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NHEJ1	18	15	19	11	7	8	15	12	7	13	6	31	12	11	9
RP11-305P14.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-359P18.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-466H18.1	68	57	69	50	42	41	59	72	57	82	37	72	63	55	72
THEM4	231	225	666	404	202	191	728	223	273	199	493	356	704	433	261
SIDT1	2234	2111	1761	1031	2162	1598	1536	2116	2015	2413	964	3840	1606	1218	2264
OR2S2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-411G2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX261	1021	820	986	632	1150	856	1119	837	929	1116	691	934	696	1096	1112
RP11-56L13.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC112721.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBJ1-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APLNR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-520D19.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-348J12.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-406H23.5	7	5	1	0	4	1	5	6	0	2	0	0	3	0	0
IGLVV-66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTA-223H9.9	8	4	9	3	5	9	10	5	2	13	3	7	3	5	1
IGKV1D-37	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-744K17.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP32P2	0	0	3	0	0	0	2	0	0	0	0	1	0	0	0
RASA4	9	3	0	1	12	5	6	21	17	11	3	19	7	7	9
RNU6-949P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH2B2	1344	1350	2167	1473	2304	955	2609	1510	932	1118	1581	2456	2244	2096	1853
ARID2	980	987	1059	734	845	1022	915	666	1173	1013	892	1370	995	730	761
AC104777.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDOST	3951	2854	4114	2758	3375	2515	4436	2845	2752	3620	3005	4291	3348	3696	3510
ZNF415P1	0	3	0	1	0	0	1	0	0	2	1	0	12	5	4
PHF13	320	209	241	202	174	157	457	200	188	205	171	297	330	264	277
WDR97	26	13	55	37	57	39	21	60	31	57	26	87	24	33	49
CWH43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-164P12.3	6	4	5	2	0	1	0	3	6	2	2	0	2	4	0
RNU6-128P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINS1	857	516	562	351	524	466	510	547	703	692	414	758	468	469	944
RP11-90P5.2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NSMCE3	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
RP11-477H21.2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RP11-438F14.3	21	15	34	2	13	17	10	0	19	20	5	29	9	7	4
MARC2	172	84	614	180	36	25	366	30	61	157	216	176	333	381	51
CAPZA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLCF1	289	308	178	106	215	180	214	115	195	278	143	347	207	164	264
LYPD1	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0
RNU7-182P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
